time,kanaaldijk_LAeq,tijnmuiden_LAeq,van_essenweg24_1_5mt_LAeq,van_essenweg2_5mtr_LAeq,van_essenweg2_1_5mtr_LAeq,van_essenweg24_5mtr_LAeq,zijkanaal_f_LAeq,zijkanaal_f_1_5mtr_LAeq,scharenburg_LAeq,haarlemmerweg_719_LAeq,teding_van_berkhout_LAeq,westpoortweg_2_LAeq,doblijn_LAeq,doblijn_LAeq,westpoortweg_1_LAeq,herwijk_LAeq,droompark_LAeq,foh_LAeq,kanaaldijk_LCeq,tijnmuiden_LCeq,van_essenweg24_1_5mt_LCeq,van_essenweg2_5mtr_LCeq,van_essenweg2_1_5mtr_LCeq,van_essenweg24_5mtr_LCeq,zijkanaal_f_LCeq,zijkanaal_f_1_5mtr_LCeq,scharenburg_LCeq,haarlemmerweg_719_LCeq,teding_van_berkhout_LCeq,westpoortweg_2_LCeq,doblijn_LCeq,westpoortweg_1_LCeq,herwijk_LCeq,droompark_LCeq,foh_LCeq
,65.8,62.4,62.4,70.5,53.8,57.5,64.55,67.39,72.67,62.43,62.83,62.09,63.12,65.69,63.27,72.86,69.05,62.13,71.4,68.9,72.5,65.5,64.8,76.5
11:39,57.3,62.17,51.11,52.26,50.71,52.84,57.69,54.97,61.83,66.27,52.56,67.2,61.9,61.9,67.8,52.5,58.4,66.39,64.94,73.28,62.09,61.64,61.3,62.55,64.67,61.44,71.44,69.95,59.37,72.9,68.8,69,65.3,64.7,76.86
11:42,58.95,61.03,49.03,52.45,51.24,51.23,57.62,55.37,65.55,66.18,52.2,67,61.3,61.3,71.3,54.8,63.8,68.11,66.81,73.54,61.68,61.39,60.62,61.51,64.97,62.1,73.06,69.95,61.71,72.8,68.2,73,66.9,70.3,77.76
11:44,59.46,66.63,48.55,53.56,52.34,50.62,58.91,56.69,67.29,66.07,55.7,69.5,62.3,62.3,73,55.3,64.5,68.26,66.84,75.06,62.24,61.51,60.95,64.21,65.54,63,75.97,70.23,64.71,74.4,68.6,74.1,65.4,71,77.48
11:47,58.15,62.75,50.44,54.64,52.94,51.85,57.57,55.25,64.54,66.04,53.33,69.5,63.6,63.6,71.7,54.9,65,67.88,66.21,75.62,64.54,63.69,63.53,66.8,65.12,62.44,74.6,70.74,64.08,74.1,70.2,73.1,65.6,71.5,76.54
11:49,59.56,62.02,49.31,53.89,52.59,51.02,56.23,53.7,63.16,67.6,53.22,69.2,62.6,62.6,71.6,54.2,65.2,66.05,66.57,73.18,65.78,61.68,61.98,68.15,66.06,63.41,72.91,70.06,62.67,73.1,69.7,72.4,66.2,71.6,75.4
11:52,59.85,62.36,49.97,53.11,51.72,53.42,56.4,54.43,62.7,68.33,53.76,68.2,62.6,62.6,72.4,55.9,61.2,68.14,67.39,75.74,67.12,62.23,62.06,68.47,65.05,62.59,72.23,73.88,62.38,73.3,71.1,73,67.1,67.4,76.2
11:54,60.83,62.82,50.51,52.95,51.38,53.99,56.95,54.55,70.5,67.65,52.65,70.1,62.6,62.6,72.4,58.4,66,68.79,69.43,73.33,66.94,61.82,61.2,68.03,65.27,62.03,76.21,70.62,60.46,73.7,68.3,73.3,67.7,72.1,76.17
11:57,61.84,63.16,50.23,52.55,51.33,52.56,49.21,46.38,63.63,65.86,50.05,66.4,63.4,63.4,72,57,64.6,67.52,69.66,71.48,67.44,62.4,62.02,67.64,64.86,62.17,72.33,68.9,60.08,71.4,69.1,72.6,66.8,71.2,75.08
11:59,60.83,62.25,48.93,51.78,50.05,51.24,54.01,56.58,66.83,66.97,48.88,68.9,63,63,73,53.9,62.7,68.05,68.45,71.69,66.86,62.65,62.49,67.42,58.29,57.86,76.21,69.65,58.47,73.5,69.6,73.9,64.2,69.3,76.35
12:02,59.26,64.32,50.93,53.66,52.89,52.61,52.58,51.71,67.23,66.36,52.05,70.9,63,63,72.2,54.8,54.2,84.05,66.97,74.4,70.74,65.97,65.99,70.45,64.9,63,78.56,69.49,62.95,75.8,70.1,74.7,66.4,63.3,103.73
12:04,60.77,63.86,51.24,53.46,52.34,52.49,53.27,53.41,69.36,64.92,50.57,71.2,63.4,63.4,72.4,56.6,55.6,89.19,70.06,77.35,73.41,67.09,67.42,70.45,66.58,64.41,81.7,68.42,61.31,77.7,71.9,73.7,69,64,108.28
12:07,60.81,64.92,52.28,52.44,51.04,53.66,49,47.42,70.54,66.48,49.86,70.8,63.8,63.8,70.8,57.4,57,91.32,68.2,79.54,73.31,66.75,66.38,72.27,65.77,60.19,82.33,69.16,58.9,78.4,72,71.9,69.1,62.2,110.11
12:09,60.57,66.46,52.8,52.82,51.26,53.59,49.57,47.47,73.23,67.82,47.6,70.9,64.7,64.7,70,55.9,54.9,92.87,68.9,80.12,73.98,66.38,66.02,72.45,64.59,60.24,84.53,73.61,59.1,78.5,71.6,71.3,68.3,58.2,111.09
12:12,61.47,64.84,52.09,53.09,51.54,53.5,51.24,49.69,71.9,69.41,51.35,71.3,63.7,63.7,70.8,54.8,53.6,93.7,71.39,77.74,72.45,66.92,66.19,71.51,64.3,60.53,80.15,75.1,61.32,76.8,72.6,71.8,66.4,58.4,110.39
12:14,60.47,65.6,51.5,53.34,51.99,52.82,54.56,54.24,70.46,66.87,50.67,69.1,64.7,64.7,72.1,55.1,55.2,92.81,70.18,77.88,70.54,66.29,65.38,70.49,64.88,61.92,79.87,70.95,61.65,76,71.9,73.1,65.4,62.7,108.27
12:17,61.11,64.56,58.53,52.95,51.51,55.1,56.29,56.33,68.96,66.87,51.68,70,63.6,63.6,71.7,56.8,55.5,90.2,70.08,75.91,71.34,65.93,65.68,69.64,66.48,65.16,78.61,70.98,61.83,75.8,70.3,72.4,67,61.6,107.42
12:19,59.93,65.54,53.25,54.51,52.99,54.5,53.8,55.11,70.9,66.59,52.16,70.9,64,64,70,63.9,53.7,90.97,67.32,78.87,74.02,68.17,67.97,73.01,63.28,61.46,80.91,69.21,61.03,78.6,72.6,71.2,72.8,57.2,109.22
12:22,58.97,64.2,52.24,53.29,52.58,54.15,51.68,52.04,69.84,66.45,52.27,69.8,62,62,67.9,56.3,54.3,91.78,67.03,79.46,72.52,65.17,65.27,71.43,59.48,57.03,78.83,69.03,62.09,76.1,70.8,70.4,67.3,58.1,108.93
12:24,59.53,63.59,55.96,52.18,50.95,53.48,53.08,54.94,67.72,67.45,47.02,66.6,62.4,62.4,66.8,56.1,53.2,89.47,66.76,77.28,72.22,65.21,65.37,70.2,58.62,57.39,78.51,69.88,58.83,74.7,69.7,68.2,67,56.2,105.95
12:27,60.68,63.22,52.95,52.63,51.15,53.06,50.4,48.22,66.52,66.61,50.57,69.8,62.3,62.3,74.5,59.1,53.3,87.26,68.24,76.98,71.34,65.23,65.08,69.93,60.56,58.73,78.94,69.93,59.49,75,70.6,76.5,67.6,58.6,105.98
12:29,60.54,69.45,53.7,52.48,51.25,53.14,51.03,49.05,70.1,65.64,50.17,72.1,62.9,62.9,73.4,58.6,55.3,87.75,68.53,79.14,70.55,65.87,65.89,69.99,59.08,58.06,79.12,68.51,59.83,77.5,71.1,75.5,67.1,60.2,106.65
12:32,60.85,64.31,56.18,52.75,51.07,54.2,49.69,46.88,69.33,66.33,47.82,69.5,63.2,63.2,71,57.2,55.1,89.25,69.12,77.3,72.08,66.37,65.83,70.73,61.95,59.58,79.75,68.81,57.13,76.1,71.3,72.5,67.2,58.8,108.05
12:34,59.16,64.04,55.24,53.1,51.76,54.68,49.42,47.15,70.7,66.99,50.37,70.2,63.3,63.3,71.8,55,54.6,90.49,67.68,77.34,72.71,66.64,66.03,70.48,60.22,57.22,80.08,70.25,58.78,76.3,70.8,74.3,65,59.6,108.86
12:37,61.9,65.15,56.8,53.1,51.63,56.15,49.55,46.54,71.76,65.38,53,71.3,63.2,63.2,73.4,55.1,53.7,91.66,69.67,79.63,74.91,67.86,67.55,73.15,61.39,57.52,81.48,67.69,60.35,77.9,72.4,75.6,65.9,58.7,110.45
12:39,60.81,69.77,56.28,52.11,50.5,55.4,49.44,46.76,72.43,64.26,47.82,70.8,64.2,64.2,71.8,56,53,93.04,67.75,78.23,72.42,65.06,65.26,70.71,60.25,56.5,79.46,66.87,56.22,76.1,70.5,73.6,66.6,56.3,110.34
12:42,60.72,64.63,54.91,54.92,54.84,54.99,47.89,44.87,69.34,66.14,50.47,71.3,63.7,63.7,71.6,55,54.1,92.59,66.95,78.42,73.56,68.01,68.21,71.22,56.96,54.57,82.09,69.03,58.61,77.1,71.2,73.5,65.3,58,109.22
12:44,59.24,63.68,51.35,54.94,54.18,53.28,50.03,47.07,69.52,66.59,51.94,69.3,62.4,62.4,70.3,55.1,53.5,90.95,68.74,77.69,72.42,67.82,67.78,70.54,61.76,58.98,80.44,69.39,59.25,75.3,71.6,71.1,65.1,57.9,109.16
12:47,60.64,63.45,53.86,56.06,55.09,54.92,48.71,46.26,69.56,66.55,50.19,70,62.7,62.7,69.9,52.9,54.3,91.17,70.12,79.61,73.04,66.73,67.17,71.15,61.01,57.81,79.19,69.35,60.47,76.1,72,72.1,64.1,59.3,108.73
12:49,60.67,63.76,52.48,54.36,53.96,54.03,49.73,46.84,69.33,65.23,47.79,69.9,62.1,62.1,72.2,54.2,55.2,91.81,67.83,77.76,73.85,67.92,68.04,71.73,60.07,57.76,80.12,68.21,60.47,75.7,69.8,73.3,65,60.6,109.21
12:52,58.29,65.27,52.92,53.68,52.17,54.79,49.37,47.36,70.44,66.09,52.56,72.1,62.3,62.3,72.9,54.6,54,92.05,65.36,78.53,73.91,68.02,68.06,72.24,64.45,58.4,80.38,68.97,61.28,76.8,70.2,74.1,64.8,57.3,109.42
12:54,57.13,63.99,53.03,53.89,52.5,55.08,48.46,45.85,71,66.49,48.85,71.2,64.2,64.2,71.1,55.2,55.1,92,64.18,79.06,73.83,67.73,67.85,72.48,60.2,56.16,80.43,69.47,60.18,76.9,71.3,72.2,63.9,60.5,109.52
12:57,56.6,65.53,53.35,54.11,52.8,55.21,49.97,46.98,70.67,66.94,50.67,71.4,62.8,62.8,72.5,54.9,56.8,92.6,65.05,77.01,74.44,66.42,67.25,72.77,60.69,55.98,81.22,70.23,59.22,76.8,70.4,73.4,62.4,61,110.11
12:59,60.87,71.07,53.88,54.89,53.88,55.55,58.96,55.89,71.29,66.06,54.38,71.8,62,62,71.4,52.7,66.1,93.14,67.59,78.85,74.11,68.04,68.3,71.28,65.97,62.96,81.64,68.95,62.4,77.8,70.7,72.6,62.1,72.5,110.23
13:02,60.69,65.26,54.49,54.56,53.13,56.11,56.98,54.52,77.57,65.94,52.46,72.1,62.9,62.9,71.5,56.7,66.7,94.02,67.81,78.73,74.64,68.13,68.19,72.45,65.42,61.63,88.15,69.11,61.64,78.4,70.8,72.9,67.7,73.3,110.32
13:04,59.05,66.2,55.85,56.46,55.27,56.86,61.51,58.06,75.28,68.74,56.05,73.9,66,66,72.9,57.2,60.4,96.22,65.73,81.83,79.25,71.48,71.33,76.93,70.26,66.61,85.59,72.52,65.66,80.4,73.4,74.6,68.9,68.2,113.89
13:07,59.94,66.33,55.86,55.26,54.33,56.56,60.3,58.5,73.34,67.4,55.72,72.5,64.7,64.7,71.9,57.2,57.2,96.39,67.16,82.09,78.89,71.22,71.07,76.87,67.88,65.82,84.73,71.5,65.66,79.5,72.7,73.9,69.2,63.7,115.28
13:09,57.95,65.77,55.29,55.36,54.37,56.61,59.04,56.67,75.18,67.26,54.48,73.2,65.9,65.9,71.4,57.4,56.7,96.02,65.99,82.5,78.61,69.06,69.68,76.72,66.69,63.99,85.22,69.63,62.39,80,74,73,69.3,62.4,114.31
13:12,58.63,64.38,55.11,55.35,54.57,55.97,58.52,56.15,73.6,66.41,54.08,71.8,63.6,63.6,72.4,55.6,56.4,95.85,66.44,80.43,76.15,67.23,67.97,73.41,66.01,63.37,83.48,69.86,62.31,78.3,72.9,74.4,65.9,61.9,112.39
13:14,60.38,66.18,56.7,56.23,54.79,58.09,60.92,58.78,74.17,69.62,56.11,73.7,64.4,64.4,73.5,55.6,58.4,95.26,68.33,80.72,76.3,68.93,69,73.87,68.85,66.43,83.88,72.9,64.13,79.8,73.4,76.2,66.1,65,111.29
13:17,59.72,65.88,54.18,54.65,52.91,55.81,57.48,54.35,76.03,66.33,53.12,75.9,64.7,64.7,72.3,56,56.1,96.47,65.68,83.09,78.98,69.39,69.27,77.07,66.29,63.55,85.34,69.24,61.54,81.6,73.3,74,67.5,61.4,113.48
13:19,59.57,65.41,56.25,54.65,53.68,57.85,58,55.66,74.26,68.02,55.56,72.3,63.8,63.8,72.4,55.8,57,96.34,66.71,80.92,75.99,68.29,68.13,74.43,64.92,62.49,82.34,70.55,63.06,78.1,71.4,73.5,65,62.9,112.98
13:22,60.75,65.98,58.11,55.05,53.63,59.7,59.56,56.85,75.29,66.49,55.57,74.1,65.3,65.3,74.5,57.4,57.7,96.19,69.26,82.91,78.2,70.27,70.23,76.1,66.7,64.57,85.43,69.08,63.55,80.3,73.8,75.6,67.6,63.5,112.93
13:24,58.21,65.49,53.85,55.1,53.99,55,59.79,57.52,75.03,64.2,54.17,73.4,64,64,71.4,55.6,57.6,96.7,64.1,83.22,78.24,71.68,71.65,75.56,66.32,63.73,85.59,67.15,62.13,80.5,73.9,73,66.9,63.1,114.51
13:27,59.93,65.48,52.81,54.27,52.92,55.12,48.29,45.62,75.43,66.55,49.33,72.7,64.3,64.3,71,56.4,53.8,96.51,68.58,78.5,75.3,70.83,70.73,72.59,57.87,56.1,82.79,71.16,59.82,77.5,71.4,72.9,67.9,56.7,113.2
13:29,61.28,65.92,54.37,54.9,53.76,56.69,59.17,56.66,76.73,66.29,53.53,74.2,65.6,65.6,70.7,58.3,57.1,97.06,67.26,77.96,76.97,69.39,69.29,74.62,64.87,62.04,83.94,69.11,60.93,79,72.2,71.8,68.6,62.2,111.91
13:32,60.48,64.36,55.32,55.12,53.85,56.33,59.91,57.96,75.68,65.64,54.84,74.8,66.1,66.1,53.4,57,57.3,97.05,66.92,80.34,78.74,70.29,70.18,76.65,66.55,64.33,84.83,69.39,63.4,80,74.4,55.1,68.1,62.5,113.07
13:34,58.28,64.93,54.51,54.2,52.71,56.06,57.88,55.88,75.73,65.68,52.92,73.9,67.5,67.5,54.5,55.6,55.8,96.73,65.66,80.75,78.45,70.78,70.59,76.36,64.99,62.28,85,68.72,61.24,80.2,74.8,55.7,66.1,60.8,113.97
13:37,60.58,66.32,54.23,54.35,53.25,56.02,57.13,54.82,76.35,66.01,53.16,73,68.3,68.3,73.5,56.3,55.9,97.04,68.71,79.66,77.86,70.72,70.38,75.37,65.28,62.62,85.13,68.85,61.45,79,74.9,75.6,66.9,62.4,113.71
13:39,60.91,65.16,52.93,55.08,54.01,54.77,61.31,58.83,75.75,67.03,55.46,72.3,66.6,66.6,73.3,58,57.5,96.26,69.41,75.39,73.98,70.13,69.81,71.66,68.22,65.65,82.23,70.21,63.49,77.4,72.5,75.3,68.3,65,111.24
13:42,59.58,63.98,52.86,54.59,53.78,54.69,61.12,58.76,75.64,67.89,55.01,72.5,66.2,66.2,71.6,57.5,58.1,95.49,67.21,77.75,75.33,71.45,71.28,72.91,68.33,65.48,83.44,71.65,62.99,78.5,74,72.8,68,65.5,110.2
13:44,59.53,64.73,54.42,54.52,53.38,56.26,60.36,57.87,75.66,66.46,55.26,73.6,66.7,66.7,69.4,57.6,59,96.12,66.32,80.73,78.06,70.58,70.43,76.26,67.13,64.3,85.02,70.02,62.82,79.6,74.6,71.3,68.1,65,112.97
13:47,61.38,64.6,54,54.64,53.57,55.69,60.94,58.11,75.61,66.83,55.06,73.2,65.7,65.7,75,59.1,63,95.99,67.96,79.2,77.15,69.87,69.7,75.47,67.47,64.27,83.92,70.32,62.51,78.1,72.9,76.1,66.3,69.1,113.22
13:49,61.07,65.61,54.37,55.04,54.28,55.43,61.34,58.94,76.08,67.76,55.22,73.7,66.5,66.5,74.3,58.7,62,95.78,67.03,75.52,76.12,72.17,71.92,72.87,68.02,65.43,83.71,70.72,63.84,78.5,72.4,75.9,67.7,69.4,112.46
13:52,61.02,65.95,55.51,55.62,54.73,56.99,62.19,59.75,76.17,68.17,56.51,73.6,67.6,67.6,74.4,58.2,60,97.5,67.97,77.03,76.15,71.2,70.76,73.49,69.06,66.51,83.64,70.87,65,78.4,73.6,75.3,68.7,67.4,112.77
13:54,60.32,66.52,54.19,54.14,53.08,56.07,57.57,55.3,76.61,67.82,52.44,75.4,67.4,67.4,72.2,58.1,56.3,98.5,72.09,78.06,77,69.45,69.08,73.84,65.56,62.47,85.02,71.07,61.65,80.3,74.6,73.3,69,62.6,112.83
13:57,60.46,66.46,53.33,53.82,52.18,55.24,50.11,46.74,76,68.03,48.86,73.9,67.2,67.2,71.1,56.5,53.4,97.59,69.07,77.46,75.78,70.78,70.3,72.62,63,59.46,84.99,72.22,59.72,78.9,73.7,71.9,68.9,59.9,112.07
13:59,59.06,63.91,52.29,52.92,50.91,54.49,48.66,45.06,75.39,66.82,48.26,71.9,65.7,65.7,72.2,56.1,53,95.98,66.6,77.71,76.37,69.39,69.14,74.22,60.99,58.2,83.4,70.05,56.84,76.8,72.9,73.1,67.4,56.6,111.37
14:02,57.01,63.34,54.35,53.99,51.89,57,48.77,44.84,74.4,66.59,47.51,72.2,65.1,65.1,72.7,56.4,53.5,94.86,67.17,74.87,72.91,67.05,66.94,70.8,57.26,54.17,80.85,69.79,57.58,76.4,72.2,73.7,66.4,56.7,109.08
14:04,59.29,65.05,55.48,54.97,52.98,57.08,49.47,46.73,77.7,66.62,51.53,74.6,66.2,66.2,71.7,57.4,53,97.1,69.48,79.62,78.98,71.31,71.07,76.8,60.09,57.4,85.79,69.99,61.49,79.7,73.7,73.1,67.3,57.2,111.8
14:07,59.91,66.19,56.85,55.92,54.31,58.35,49.36,46.89,77.9,68.59,51.9,75.3,66.7,66.7,75.4,56.9,53,99.05,69.22,83.18,81.66,73.83,73.75,80.18,63.32,61.08,87.33,74.52,61.3,81.1,74.7,81.1,67.8,58.9,115.5
14:09,59.74,65.58,55.61,55.96,54.67,57.33,52.99,49.76,77.97,65.71,49.12,75.1,67.8,67.8,75.8,57.5,53.9,98.65,67.06,83.48,82.64,73.91,73.8,81.06,65.77,63.3,87.34,69.1,61.37,82.6,76.4,81.3,68,61.9,115.85
14:12,60.57,65.72,55.42,54.89,54.05,57.25,54.37,51.46,76.06,66.84,52.83,73.5,67.3,67.3,72.9,56.6,55.5,97.81,69.79,80.53,79.95,71.93,71.58,78.27,66.15,63.85,84.43,70.72,64.17,78.6,74.4,74.9,66.4,65.5,113.83
14:14,60.28,64.41,55.28,54.99,54.12,57.48,54.56,51.92,76.87,67.75,54.62,74.2,66.6,66.6,72.2,56.5,55.7,97.72,69.34,77.56,77.12,69.41,69.57,75.16,66.04,64.15,83.47,71.35,64.85,78.9,73.6,74.5,66.2,66.1,111.27
14:17,58.59,66.21,55.38,55.21,53.8,58.35,50.6,48.72,78.27,66.54,50.23,74.9,67,67,72.5,57.2,53.6,97.68,66.28,76.38,77.3,71.97,71.73,74.63,62.35,61.56,84.62,69.54,61.99,80.1,73,75,67.2,61.3,110.65
14:19,58.74,65.68,54.23,54.52,53.43,57.24,48.18,46.65,77.4,66.9,49.78,74.4,65.6,65.6,72.1,56,52.2,97.53,66.62,75.95,75.83,70.2,70.05,73.08,61.52,58.19,84.37,71.28,61.23,79.6,72.1,73,66.1,56.8,110.36
14:22,60.28,64.75,54.16,55.35,53.92,56.28,48.24,46.47,79.43,66.97,49.13,76.5,67.4,67.4,74.7,57.7,52.7,98.49,66.64,77.65,75.9,71.22,70.87,74.37,61.82,59.62,85.45,70.36,60.39,80.8,73.8,79,68,59.9,111.83
14:24,58.72,64.33,53.96,53.52,52.07,56.19,49.54,46.37,76.23,67.73,47.44,76.2,67,67,74.7,57.1,53.4,98.39,65.35,78.5,75.19,69.63,69.39,73.54,64.51,61.31,84.19,70.58,60.12,82.4,74.9,76.7,68.1,57.5,111.67
14:27,59.52,66.03,54.03,54.48,53.1,56.7,49.05,46.43,79.45,67.7,50.67,76.3,67,67,72,57.2,53.9,98.54,67.79,81.01,76.98,71.66,71.43,75.35,58.65,56.39,85.86,71.07,60.86,82,75.7,73.1,67,59.2,112.04
14:29,60.28,65.02,58.35,54.25,52.87,60.45,51.05,47.31,79.32,65.55,52.22,75.4,66.2,66.2,70.4,58.8,52.7,99.59,68.65,78.95,75.48,69.53,69.22,73.94,60.17,57.31,85.6,68.63,61.49,80.6,74.5,72.1,69.3,58.2,112.71
14:32,59.23,63.9,53.55,54.07,52.59,56.47,50.8,46.55,77.33,67.41,52.48,75.5,69,69,71.1,57.9,52.7,98.94,67.85,79.11,74.65,68.91,68.8,72.94,60.93,57.92,83.89,72.12,60.18,80.7,76.6,72.1,68.6,58.2,110.91
14:34,62.05,68.69,54.83,55.79,53.73,57.18,47.32,44.84,78.49,68.53,51.64,76.5,68.4,68.4,73.7,57.2,53.3,98.17,70.17,78.41,75.7,69.61,69.3,72.98,59.68,56.3,85.38,72.17,60.92,80.6,74.7,74.8,66.9,57.8,110.17
